t,o,h,l,c,v
1727224560,350297.53284377,350297.53284377,350297.53274374,350297.53274374,0.00555831
1727224620,350392.76520487,350392.76520487,350392.76520487,350392.76520487,0.00043181
1727224680,350520.38000000,350793.54126957,350520.38000000,350793.54126957,0.01410035
1727224740,350905.15104702,350905.15104702,350905.15104702,350905.15104702,0.00000544
1727224800,350624.54000002,350960.19793844,350624.54000002,350960.19793844,0.00057621
1727224860,350960.19793844,350984.43000000,350960.19763839,350960.19763839,0.00199149
1727224980,350835.75989130,350835.75989130,350835.75989130,350835.75989130,0.00014283
1727225040,350939.11960177,350939.11960177,350939.11960177,350939.11960177,0.00008292
1727225100,350913.14959000,350913.14959000,350684.10962228,350684.10962228,0.00187662
1727225160,350466.77948000,350571.56038882,350466.77948000,350571.56038882,0.00240606
1727225220,350571.56038882,350739.68592382,350571.56038882,350739.68592380,0.00140885
1727225280,350734.46123782,350953.43328091,350734.46123782,350746.45807995,0.00351642
1727225340,350756.44812001,350802.61363000,350756.44812001,350802.61363000,0.00008020
1727225400,350678.84865971,350678.84865971,350513.96019000,350513.96019000,0.00008580
1727225460,350461.59403374,350461.59403374,350240.56989266,350240.56989266,0.00019596
1727225520,350348.86795169,350348.86795169,350294.09265992,350294.09265992,0.00109955
1727225580,350294.09265992,350294.09265992,349400.00010001,349400.00010001,0.38228376
1727225640,349400.00010001,349400.00010001,349100.00000000,349100.00000000,0.23931201
1727225700,349100.00000001,349306.23643747,349100.00000001,349306.23643747,0.03192269
1727225760,349309.56643747,349309.56643747,349309.56643747,349309.56643747,0.00000545
1727225820,349755.42280233,349755.42280233,349755.42280233,349755.42280233,0.00000508
1727225880,349517.73441119,349699.38983799,349517.73441119,349679.40943787,0.00003543
1727225940,349633.67534090,349633.67534090,349633.67534090,349633.67534090,0.00000330
1727226000,349548.30175532,349548.30175532,349548.30175532,349548.30175532,0.00000821
1727226060,349691.30614896,349691.30614896,349691.30614896,349691.30614896,0.00005187
1727226120,349882.93969994,349882.93969994,349882.93969994,349882.93969994,0.00028378
1727226240,349496.78654943,349496.78654943,349496.78654943,349496.78654943,0.00026979
1727226300,349838.93505659,349838.93505659,349838.93505659,349838.93505659,0.00054276
1727226360,349889.43929988,349889.43929988,349785.06065681,349785.06065681,0.00470580
1727226420,349785.06065681,349785.06065681,349785.06065681,349785.06065681,0.00045077
1727226480,349731.53772577,349731.53772577,349731.53772577,349731.53772577,0.00000570
1727226600,349683.79963116,349798.43771114,349683.79963116,349798.43771114,0.00030265
1727226720,349846.78000000,349958.83667384,349794.53285000,349958.83667384,0.00614363
1727226780,349958.83632378,349958.83632378,349958.83627377,349958.83627377,0.00566957
1727226840,349843.64439398,349843.64439398,349843.64439397,349843.64439397,0.01443940
1727226900,349958.83572367,349958.83572367,349763.17688411,349763.17688411,0.00004801
1727227020,349552.94096558,349552.94096558,349405.29989471,349405.29989471,0.09321840
1727227140,349387.63670158,349387.63670158,349387.63670158,349387.63670158,0.00002862
1727227200,349387.63670157,349387.63670157,349324.51923387,349324.51923387,0.00006418
1727227260,349537.19348881,349537.19348881,349537.19348881,349537.19348881,0.00001043
1727227320,349426.70051000,349426.70051000,349426.70051000,349426.70051000,0.00005324
1727227380,349727.61997437,349866.08835186,349499.53000001,349809.89065402,0.04052852
1727227440,349805.48405775,349805.48405775,349805.48405775,349805.48405775,0.00112416
1727227500,349394.49002000,349471.94043577,349394.49002000,349411.14005000,0.00979786
1727227560,349471.94043577,350826.00000000,349471.94043577,350826.00000000,0.32821509
1727227620,350933.38974997,350933.38974997,350933.38974997,350933.38974997,0.00002764
1727227680,350561.37369892,350561.37369892,350343.40038500,350448.70812614,0.00029691
1727227740,350283.90264367,350283.90264367,350283.90264367,350283.90264367,0.00267736
1727227800,350562.23869787,350720.57177632,350562.23869787,350720.57177632,0.00079730
1727227860,350827.67621980,350938.13611843,350827.67621980,350938.13611843,0.00020801
1727227920,350783.09139001,350875.86589004,350783.09139001,350875.86589004,0.00017468
1727227980,350758.32330001,350758.32330001,350754.99330001,350754.99330001,0.00030493
1727228040,350869.80200465,350869.80200465,350869.80200465,350869.80200465,0.00000691
1727228100,350924.94357035,350924.94357035,350924.94357035,350924.94357035,0.00028014
1727228220,350984.43000000,350984.43000000,350979.14191001,350979.14191001,0.00501391
1727228280,350984.43000000,351291.66985000,350984.43000000,351291.66984999,0.00833263
1727228340,351291.66985000,352237.45328525,351291.66985000,352237.45328525,0.44054734
1727228400,352237.45328524,352500.00000000,352237.45328524,352500.00000000,0.01322166
1727228460,352365.37001002,352365.37001002,351960.86512510,351960.86512510,0.06494409
1727228520,351940.65264362,351940.65264362,351940.65264362,351940.65264362,0.00009697
1727228580,351661.11175152,351830.02014520,351661.11175152,351830.02014520,0.05909779
1727228640,351938.45999998,351938.45999998,351938.45999998,351938.45999998,0.00003728
1727228700,351938.45999998,351938.45999998,351935.12989996,351935.12989996,0.01325795
1727228760,351636.33989999,351636.33989999,351636.33989999,351636.33989999,0.00041794
1727228820,351603.36974987,351603.36974987,350772.02184039,351328.93979995,0.00063550
1727228880,351305.95964989,351305.95964989,351141.20546713,351141.20546713,0.00155747
1727228940,351203.27067031,351268.57884981,351203.27067031,351268.57884981,0.00023098
1727229000,351261.16819970,351261.16819970,351261.16819970,351261.16819970,0.00173028
1727229060,351316.74237138,351404.50964992,351249.98248570,351404.50964992,0.00262401
1727229240,351489.56774525,351566.78899989,351489.56774525,351566.78899989,0.00001460
1727229300,351546.68313301,351546.68313301,351546.68313301,351546.68313301,0.02702222
1727229360,351466.02230134,351563.44884974,351466.02230134,351469.94974370,0.01422268
1727229420,351523.25707368,351523.25707368,351523.25707368,351523.25707368,0.02230000
1727229480,351437.99021579,351437.99021579,351361.10000000,351406.79651095,0.00889699
1727229540,351337.99000576,351337.99000576,351173.49846040,351173.49846040,0.00171755
1727229600,351118.81579592,351172.74831035,351118.81579591,351172.74831035,0.00172857
1727229720,350985.63063946,350985.63063946,350863.78989862,350982.62978931,0.00345734
1727229780,350981.12883910,350981.12883910,350981.12883910,350981.12883910,0.02880000
1727229840,350909.58421653,350909.58421653,350909.58421653,350909.58421653,0.00015296
1727229900,350907.31984997,350907.31984997,350746.11390574,350746.11390574,0.00043445
1727229960,350903.56934990,351017.73989997,350852.69053172,350905.51118877,0.02364639
1727230020,351017.73964993,351129.10487559,350852.68999999,351071.37035691,0.07912565
1727230140,351071.37035691,351172.74829966,351071.37035691,351172.74829966,0.00085628
1727230200,351011.11840346,351011.11840346,350551.18469649,350700.00005001,0.02959623
1727230260,350539.58299749,350539.58299749,350539.58299749,350539.58299749,0.00025555
1727230320,350500.00010000,350539.58144722,350495.45709676,350539.58144722,0.01441798
1727230380,350490.00010000,350539.58109714,350490.00010000,350539.58109714,0.00228524
1727230500,350644.82977810,350644.82977810,350644.82977810,350644.82977810,0.00001383
1727230560,350532.86742441,350644.82997814,350532.86742441,350644.82997814,0.01119894
1727230620,350694.64529770,350694.64529770,350694.64529769,350694.64529769,0.00485000
1727230680,350699.99999999,350699.99999999,350699.99999999,350699.99999999,0.00005080
1727230740,350641.50000000,350699.99999999,350588.82667764,350699.99999999,0.00162741
1727230800,350647.46314050,350647.46314050,350647.46314050,350647.46314050,0.00028199
1727230920,350543.54737001,350700.00000000,350543.54737001,350700.00000000,0.00140492
1727230980,350700.00000000,350700.00000000,350700.00000000,350700.00000000,0.00059822
1727231160,350623.51169559,350623.51169559,350600.00010000,350623.51169559,0.00135804
1727231220,350623.51169559,350623.51169559,350600.00010001,350600.00010001,0.00079713
1727231460,350600.00010000,350623.51169559,350600.00010000,350623.51169559,0.00001138
1727231520,350600.00010001,350600.00010001,350416.26229000,350416.26229000,0.01413227
1727231580,350699.99999999,350699.99999999,350699.99999999,350699.99999999,0.01283147
1727231700,350538.14520651,350538.14520651,350538.14520651,350538.14520651,0.00004000
1727231760,350592.75464205,350592.75464205,350592.75464205,350592.75464205,0.00028041
1727231820,350513.01010000,350700.00000000,350513.01010000,350700.00000000,0.01532384
1727231880,350700.00000000,350700.00000000,350700.00000000,350700.00000000,0.06769835
1727231940,350699.99999999,350699.99999999,350699.99999999,350699.99999999,0.00009509
1727232000,350700.00000000,350747.33249289,350700.00000000,350747.33249289,0.00418608
1727232060,350799.43200001,350799.43200001,350799.43200001,350799.43200001,0.00000794
1727232120,350802.76201001,350802.76201001,350802.76201001,350802.76201001,0.00000554
1727232240,350762.37283420,350762.37283420,350762.37283420,350762.37283420,0.00000849
1727232300,350730.51007001,350730.51007001,350730.51007001,350730.51007001,0.00005702
1727232420,350680.00010000,350680.00010000,350680.00010000,350680.00010000,0.00000541
1727232480,350680.00010000,350680.00010000,350650.00010001,350650.00010001,0.00085826
1727232540,350650.00010002,350650.00010002,350650.00010002,350650.00010002,0.00085555
1727232600,350650.00010001,350650.00010001,350650.00010001,350650.00010001,0.00036526
1727232660,350650.00010002,350650.00010002,350650.00010002,350650.00010002,0.00002794
1727232720,350650.00010000,350650.00010000,350640.00010000,350640.00010000,0.00010547
1727232780,350649.99999999,350649.99999999,350649.99999999,350649.99999999,0.00000279
1727232960,350649.99999999,350649.99999999,350649.99999999,350649.99999999,0.00028084
1727233020,350640.00010000,350640.00010000,350640.00010000,350640.00010000,0.00025089
1727233080,350649.99999999,350649.99999999,350649.99999999,350649.99999999,0.00002994
1727233140,350649.99999999,350649.99999999,350640.00010001,350640.00010001,0.00000903
1727233200,350649.99994999,350649.99994999,350640.00010000,350640.00010000,0.00072588
1727233260,350630.00010000,350630.00010000,350610.00010000,350610.00010000,0.00020794
1727233320,350610.00010000,350610.00010000,350400.00010000,350400.00010000,0.01257343
1727233380,350400.00010000,350400.00010000,350400.00010000,350400.00010000,0.00000304
1727233440,350400.00010000,350400.00010000,350400.00010000,350400.00010000,0.00000508
1727233500,350400.00010000,350400.00010001,350270.81291168,350400.00010001,0.01994965
1727233560,350217.90453334,350217.90453334,350217.90453334,350217.90453334,0.00000412
1727233620,350200.00010000,350200.00010000,350100.00010000,350100.00010000,0.00020000
1727233680,350000.00010001,350000.00010001,350000.00000000,350000.00000000,0.00450027
1727233740,349507.28055530,349507.28055530,349507.28055530,349507.28055530,0.00007841
1727233800,349559.06386950,349559.06386950,349559.06386950,349559.06386950,0.00001314
1727233860,349783.83592460,349836.44489140,349783.83592460,349836.44489140,0.00042446
1727234040,349742.39037260,350000.00000000,349742.39037260,350000.00000000,0.16575682
1727234100,349688.96117121,349688.96117121,349524.48299851,349524.48299851,0.00109466
1727234220,349583.45434573,349583.45434573,349583.45434573,349583.45434573,0.00003116
1727234340,349500.00000001,349500.00000001,349500.00000001,349500.00000001,0.00000563
1727234460,349527.67880175,349527.67880175,349527.67880175,349527.67880175,0.00081123
1727234580,349829.66347001,349829.66347001,349829.66347001,349829.66347001,0.00024308
1727234640,349999.99999999,349999.99999999,349999.99999999,349999.99999999,0.00009423
1727234700,349607.20706241,349607.20706241,349607.20706241,349607.20706241,0.00028926
1727234760,349607.20706241,349607.20706241,349607.20706241,349607.20706241,0.00155471
1727234820,349500.00000001,349500.00000001,349500.00000001,349500.00000001,0.01237277
1727234940,349681.39240779,349844.00531409,349681.39240779,349844.00531409,0.00021361
1727235000,349844.00531409,349844.00531409,349712.74615800,349712.74615800,0.06156661
1727235060,349959.58525506,349959.58525506,349959.58525506,349959.58525506,0.00000277
1727235240,349793.82831279,349793.82831279,349793.82831279,349793.82831279,0.00000821
1727235300,349793.82831279,349793.82831279,349793.82831279,349793.82831279,0.00001248
1727235360,349904.55290310,349957.42975291,349904.55290310,349957.42975291,0.00027865
1727235420,350000.00000000,350234.56597762,350000.00000000,350234.56597762,0.03538574
1727235660,350132.25148001,350132.25148001,349957.93164998,349957.93164998,0.01523320
1727235720,349820.49755838,349820.49755838,349820.49755838,349820.49755838,0.00000537
1727235780,350007.63712982,350007.63712982,350007.63712982,350007.63712982,0.00002771
1727235840,349903.06971402,349903.06971402,349903.06971401,349903.06971401,0.06000000
1727235900,349981.85942803,349981.85942803,349981.85942803,349981.85942803,0.00003818
1727236020,350116.95887471,350116.95887471,350116.95887471,350116.95887471,0.00000645
1727236080,350116.95887471,350169.77335408,350058.22038996,350169.77335408,0.03448687
1727236200,350339.25359251,350500.00000000,350339.25359251,350400.38658003,0.05825807
1727236380,350398.01049538,350398.01049538,350398.01049538,350398.01049538,0.00000818
1727236500,350500.00000000,350619.87892141,350500.00000000,350619.87892141,0.00085569
